Glyph Number,Left Bearing,Right Bearing,SVG Path
664,-9,9,M-8 4L-6 1-4 0-3 1-3 2-4 6-5 9M-4 6L-3 4-1 1 1 0 3 0 4 1 4 3 3 6 3 8 4 9 5 9 7 8 8 7 10 4
665,-7,7,M0 0L-2 0-4 1-5 2-6 4-6 6-5 8-3 9-1 9 1 8 2 7 3 5 3 3 2 1 0 0-1 1-1 3 0 5 2 6 5 6 7 5 8 4
666,-8,7,M-7 4L-5 1-4-1-5 3-11 21M-5 3L-4 1-2 0 0 0 2 1 3 3 3 5 2 7 1 8-1 9M-5 8L-3 9 0 9 3 8 5 7 8 4
667,-7,8,M3 3L2 1 0 0-2 0-4 1-5 2-6 4-6 6-5 8-3 9-1 9 1 8M4 0L3 3 1 8-2 15-3 18-3 20-2 21 0 20 1 17 1 10 3 9 6 7 9 4
668,-6,7,M-5 4L-3 1-2-1-2 1 1 1 2 2 2 4 1 7 1 8 2 9 3 9 5 8 6 7 8 4
669,-5,6,M-4 4L-2 1-1-1-1 1 1 4 2 6 2 8 0 9M-4 8L-2 9 2 9 4 8 5 7 7 4
670,-4,5,M-3 4L-1 1 1-3M4-12L-2 6-2 8-1 9 1 9 3 8 4 7 6 4M-2-4L5-4
671,-7,8,M-6 4L-4 0-6 6-6 8-5 9-3 9-1 8 1 6 3 3M4 0L2 6 2 8 3 9 4 9 6 8 7 7 9 4
672,-7,8,M-6 4L-4 0-5 5-5 8-4 9-3 9 0 8 2 6 3 3 3 0M3 0L4 4 5 5 7 5 9 4
673,-10,11,M-6 0L-8 2-9 5-9 7-8 9-6 9-4 8-2 6M0 0L-2 6-2 8-1 9 1 9 3 8 5 6 6 3 6 0M6 0L7 4 8 5 10 5 12 4
674,-9,7,M-8 4L-6 1-4 0-2 0-1 1-1 8 0 9 3 9 6 7 8 4M5 1L4 0 2 0 1 1-3 8-4 9-6 9-7 8
675,-7,8,M-6 4L-4 0-6 6-6 8-5 9-3 9-1 8 1 6 3 3M4 0L-2 18-3 20-5 21-6 20-6 18-5 15-2 12 1 10 3 9 6 7 9 4
676,-7,7,M-6 4L-4 1-2 0 0 0 2 2 2 4 1 6-1 8-4 9-2 10-1 12-1 15-2 18-3 20-5 21-6 20-6 18-5 15-2 12 1 10 5 7 8 4
683,-9,9,M5 3L5 0 4-3 3-4 1-5-1-5-3-4-5-2-6 1-6 4-5 7-4 8-2 9 0 9 2 8 4 6 5 3 6-2 6-7 5-10 4-11 2-12 0-12-2-11-4-9
684,-8,8,M5-4L3-5 0-5-2-4-4-2-5 1-5 4-4 7-3 8-1 9 2 9 4 8M-5 2L3 2
685,-8,8,M2-12L0-11-2-8-3-6-4-3-5 2-5 6-4 8-3 9-1 9 1 8 3 5 4 3 5 0 6-5 6-9 5-11 4-12 2-12M-4-2L5-2
686,-11,12,M4-12L-4 16M-1-5L-5-4-7-2-8 1-8 4-7 6-5 8-2 9 1 9 5 8 7 6 8 3 8 0 7-2 5-4 2-5-1-5
698,-4,4,
699,-8,8,
700,-10,10,M-1-12L-4-11-6-8-7-3-7 0-6 5-4 8-1 9 1 9 4 8 6 5 7 0 7-3 6-8 4-11 1-12-1-12
701,-10,10,M-4-8L-2-9 1-12 1 9
702,-10,10,M-6-7L-6-8-5-10-4-11-2-12 2-12 4-11 5-10 6-8 6-6 5-4 3-1-7 9 7 9
703,-10,10,M-5-12L6-12 0-4 3-4 5-3 6-2 7 1 7 3 6 6 4 8 1 9-2 9-5 8-6 7-7 5
704,-10,10,M3-12L-7 2 8 2M3-12L3 9
705,-10,10,M5-12L-5-12-6-3-5-4-2-5 1-5 4-4 6-2 7 1 7 3 6 6 4 8 1 9-2 9-5 8-6 7-7 5
706,-10,10,M6-9L5-11 2-12 0-12-3-11-5-8-6-3-6 2-5 6-3 8 0 9 1 9 4 8 6 6 7 3 7 2 6-1 4-3 1-4 0-4-3-3-5-1-6 2
707,-10,10,M7-12L-3 9M-7-12L7-12
708,-10,10,M-2-12L-5-11-6-9-6-7-5-5-2-4 3-3 5-2 6-1 7 1 7 4 6 6 4 8 1 9-1 9-4 8-6 6-7 4-7 1-6-1-5-2-3-3 2-4 5-5 6-7 6-9 5-11 2-12-2-12
709,-10,10,M6-5L5-2 3 0 0 1-1 1-4 0-6-2-7-5-7-6-6-9-4-11-1-12 0-12 3-11 5-9 6-5 6 0 5 5 3 8 0 9-2 9-5 8-6 6
710,-4,4,M0 8L-1 9 0 10 1 9 0 8
711,-4,4,M1 9L0 10-1 9 0 8 1 9 1 11 0 13-1 14
712,-4,4,M0-6L-1-5 0-4 1-5 0-6M0 8L-1 9 0 10 1 9 0 8
713,-4,4,M0-6L-1-5 0-4 1-5 0-6M1 9L0 10-1 9 0 8 1 9 1 11 0 13-1 14
714,-4,4,M0-12L0 2M0 8L-1 9 0 10 1 9 0 8
715,-9,9,M-6-7L-6-8-5-10-4-11-2-12 2-12 4-11 5-10 6-8 6-6 5-4 4-3 0-1 0 2M0 8L-1 9 0 10 1 9 0 8
716,-4,4,M0-12L0-5
717,-6,6,M-3-12L-3-5M3-12L3-5
718,-7,7,M-1-12L-3-11-4-9-4-7-3-5-1-4 1-4 3-5 4-7 4-9 3-11 1-12-1-12
719,-10,10,M-2-16L-2 13M2-16L2 13M7-9L5-11 2-12-2-12-5-11-7-9-7-7-6-5-5-4-3-3 3-1 5 0 6 1 7 3 7 6 5 8 2 9-2 9-5 8-7 6
720,-11,11,M9-16L-9 16
721,-7,7,M4-16L2-14 0-11-2-7-3-2-3 2-2 7 0 11 2 14 4 16
722,-7,7,M-4-16L-2-14 0-11 2-7 3-2 3 2 2 7 0 11-2 14-4 16
723,-4,4,M0-16L0 16
724,-11,11,M-9 0L9 0
725,-11,11,M0-9L0 9M-9 0L9 0
726,-11,11,M-9-3L9-3M-9 3L9 3
727,-9,9,M-7-7L7 7M7-7L-7 7
728,-7,7,M0-6L0 6M-5-3L5 3M5-3L-5 3
729,-11,11,M-9-9L-8-7-7-3-7 3-8 7-9 9M9-9L8-7 7-3 7 3 8 7 9 9M-9-9L-7-8-3-7 3-7 7-8 9-9M-9 9L-7 8-3 7 3 7 7 8 9 9
730,-11,11,M0 0L0 9-1 10M0 4L-1 10M0-9L-1-10-3-10-4-9-4-7-3-4 0 0M0-9L1-10 3-10 4-9 4-7 3-4 0 0M0 0L-4-3-6-4-8-4-9-3-9-1-8 0M0 0L4-3 6-4 8-4 9-3 9-1 8 0M0 0L-4 3-6 4-8 4-9 3-9 1-8 0M0 0L4 3 6 4 8 4 9 3 9 1 8 0
731,-11,11,M-9 1L-8 1-6 2-5 4-5 6-6 8M-9 1L-9 0-8-1-6-1-5 0-4 2-4 5-5 7-6 8M0-11L-2-9-3-6-3-3-1 3-1 6-2 8 0 10M0-11L2-9 3-6 3-3 1 3 1 6 2 8 0 10M9 1L9 0 8-1 6-1 5 0 4 2 4 5 5 7 6 8M9 1L8 1 6 2 5 4 5 6 6 8M-7 4L7 4
732,-11,11,M0-10L-4-6-7-2-8 1-8 3-7 5-5 6-3 6-1 5 0 3M0-10L4-6 7-2 8 1 8 3 7 5 5 6 3 6 1 5 0 3M0 3L-1 7-2 10M0 3L1 7 2 10M-2 10L2 10
733,-11,11,M0-4L-1-7-2-9-4-10-5-10-7-9-8-7-8-3-7 0-6 2-4 5 0 10M0-4L1-7 2-9 4-10 5-10 7-9 8-7 8-3 7 0 6 2 4 5 0 10
734,-11,11,M0-11L-2-8-6-3-9 0M0-11L2-8 6-3 9 0M-9 0L-6 3-2 8 0 11M9 0L6 3 2 8 0 11
735,-11,11,M0 2L2 5 4 6 6 6 8 5 9 3 9 1 8-1 6-2 4-2 1-1M1-1L3-3 4-5 4-7 3-9 1-10-1-10-3-9-4-7-4-5-3-3-1-1M-1-1L-4-2-6-2-8-1-9 1-9 3-8 5-6 6-4 6-2 5 0 2M0 2L-1 7-2 10M0 2L1 7 2 10M-2 10L2 10
800,-14,14,M-14 0L14 0
801,-12,12,M-12 7L12-7
802,-7,7,M-7 12L7-12
803,0,0,M0-14L0 14
804,-7,7,M-7-12L7 12
805,-12,12,M-12-7L12 7
806,-7,7,M-7 0L7 0
807,-5,5,M-5 5L5-5
808,0,0,M0-7L0 7
809,-5,5,M-5-5L5 5
810,-12,0,M0-12L-2-12-5-11-7-10-10-7-11-5-12-2-12 0
811,-12,0,M-12 0L-12 2-11 5-10 7-7 10-5 11-2 12 0 12
812,0,12,M0 12L2 12 5 11 7 10 10 7 11 5 12 2 12 0
813,0,12,M12 0L12-2 11-5 10-7 7-10 5-11 2-12 0-12
814,-14,14,M-14-3L-11-1-7 1-2 2 2 2 7 1 11-1 14-3
815,-2,3,M3-14L1-11-1-7-2-2-2 2-1 7 1 11 3 14
816,-3,2,M-3-14L-1-11 1-7 2-2 2 2 1 7-1 11-3 14
817,-14,14,M-14 3L-11 1-7-1-2-2 2-2 7-1 11 1 14 3
820,-8,8,M-8 0L-4-7 4 7 8 0
821,-7,7,M0-8L7-4-7 4 0 8
822,-8,8,M-8 11L-6 11-3 10-1 9 2 6 3 4 4 1 4-3 3-6 2-8 1-9-1-9-2-8-3-6-4-3-4 1-3 4-2 6 1 9 3 10 6 11 8 11
823,-9,11,M11 8L11 6 10 3 9 1 6-2 4-3 1-4-3-4-6-3-8-2-9-1-9 1-8 2-6 3-3 4 1 4 4 3 6 2 9-1 10-3 11-6 11-8
824,-8,8,M8-11L6-11 3-10 1-9-2-6-3-4-4-1-4 3-3 6-2 8-1 9 1 9 2 8 3 6 4 3 4-1 3-4 2-6-1-9-3-10-6-11-8-11
825,-11,9,M-11-8L-11-6-10-3-9-1-6 2-4 3-1 4 3 4 6 3 8 2 9 1 9-1 8-2 6-3 3-4-1-4-4-3-6-2-9 1-10 3-11 6-11 8
830,-14,14,M-14 0L-8 0M-3 0L3 0M8 0L14 0
831,-14,14,M-14 3L-14-3 14-3 14 3
832,-8,8,M0-14L-8 0M0-14L8 0
833,-14,14,M-14 0L14 0M-8 7L8 7M-2 14L2 14
834,-14,14,M-14 0L14 0M-14 0L0 16M14 0L0 16
840,-7,7,M-1-7L-4-6-6-4-7-1-7 1-6 4-4 6-1 7 1 7 4 6 6 4 7 1 7-1 6-4 4-6 1-7-1-7
841,-6,6,M-6-6L-6 6 6 6 6-6-6-6
842,-7,7,M0-8L-7 4 7 4 0-8
843,-6,6,M0-10L-6 0 0 10 6 0 0-10
844,-8,8,M0-9L-2-3-8-3-3 1-5 7 0 3 5 7 3 1 8-3 2-3 0-9
845,-7,7,M0-7L0 7M-7 0L7 0
846,-5,5,M-5-5L5 5M5-5L-5 5
847,-5,5,M0-6L0 6M-5-3L5 3M5-3L-5 3
850,-4,4,M-1-4L-3-3-4-1-4 1-3 3-1 4 1 4 3 3 4 1 4-1 3-3 1-4-1-4M-3-1L-3 1M-2-2L-2 2M-1-3L-1 3M0-3L0 3M1-3L1 3M2-2L2 2M3-1L3 1
851,-4,4,M-4-4L-4 4 4 4 4-4-4-4M-3-3L-3 3M-2-3L-2 3M-1-3L-1 3M0-3L0 3M1-3L1 3M2-3L2 3M3-3L3 3
852,-5,5,M0-6L-5 3 5 3 0-6M0-3L-3 2M0-3L3 2M0 0L-1 2M0 0L1 2
853,-6,3,M-6 0L3 5 3-5-6 0M-3 0L2 3M-3 0L2-3M0 0L2 1M0 0L2-1
854,-5,5,M0 6L5-3-5-3 0 6M0 3L3-2M0 3L-3-2M0 0L1-2M0 0L-1-2
855,-3,6,M6 0L-3-5-3 5 6 0M3 0L-2-3M3 0L-2 3M0 0L-2-1M0 0L-2 1
856,-6,6,M0-6L-4 5 6-2-6-2 4 5 0-6M0 0L0-6M0 0L-6-2M0 0L-4 5M0 0L4 5M0 0L6-2
857,0,7,M0-7L0 7M0-7L7-4 0-1M1-5L4-4 1-3
860,-5,5,M0-6L0 6M-3-3L3-3M-5 3L-3 5-1 6 1 6 3 5 5 3
861,-6,6,M0-6L0 6M-6-1L-5-3 5-3 6-1M-2 5L2 5
862,-7,7,M-5-4L5 6M5-4L-5 6M-3-6L-6-3-7-1M3-6L6-3 7-1
863,-9,9,M-4-9L-9 9M4-9L9 9M-5-5L9 9M5-5L-9 9M-4-9L4-9M-5-5L5-5
864,-9,9,M0-11L0 4M-5-8L5-2M5-8L-5-2M-9 4L-6 10M9 4L6 10M-9 4L9 4M-6 10L6 10
865,-11,9,M-5-8L1 4M-7-2L1-6M-11 10L9 10 9 0-11 10
866,-6,6,M-2-6L-2-2-6-2-6 2-2 2-2 6 2 6 2 2 6 2 6-2 2-2 2-6-2-6
867,-7,7,M7-2L6-4 4-6 1-7-1-7-4-6-6-4-7-1-7 1-6 4-4 6-1 7 1 7 4 6 6 4 7 2M7-2L5-4 3-5 1-5-1-4-2-3-3-1-3 1-2 3-1 4 1 5 3 5 5 4 7 2
868,-7,7,M0-8L-7 4 7 4 0-8M0 8L7-4-7-4 0 8
870,-8,8,M0-5L0 1M0 1L-1 10M0 1L1 10M-1 10L1 10M0-5L-1-8-2-10-4-11M-1-8L-4-11M0-5L1-8 2-10 4-11M1-8L4-11M0-5L-4-7-6-7-8-5M-2-6L-6-6-8-5M0-5L4-7 6-7 8-5M2-6L6-6 8-5M0-5L-2-4-3-3-3 0M0-5L-2-3-3 0M0-5L2-4 3-3 3 0M0-5L2-3 3 0
871,-8,8,M0-9L0-7M0-4L0-2M0 1L0 3M0 7L-1 10M0 7L1 10M-1 10L1 10M0-11L-1-9-2-8M0-11L1-9 2-8M-2-8L0-9 2-8M0-7L-2-4-4-3-5-4M0-7L2-4 4-3 5-4M-4-3L-2-3 0-4 2-3 4-3M0-2L-2 1-4 2-6 2-7 0-7 1-6 2M0-2L2 1 4 2 6 2 7 0 7 1 6 2M-4 2L-2 2 0 1 2 2 4 2M0 3L-2 6-3 7-5 8-6 8-7 7-8 5-8 7-6 8M0 3L2 6 3 7 5 8 6 8 7 7 8 5 8 7 6 8M-5 8L-3 8 0 7 3 8 5 8
872,-8,8,M0 7L-1 10M0 7L1 10M-1 10L1 10M0 7L3 8 6 8 8 6 8 3 7 2 5 2 7 0 8-3 7-5 5-6 3-5 4-8 3-10 1-11-1-11-3-10-4-8-3-5-5-6-7-5-8-3-7 0-5 2-7 2-8 3-8 6-6 8-3 8 0 7
873,-8,8,M0 7L-1 10M0 7L1 10M-1 10L1 10M0 7L4 6 4 4 6 3 6 0 8-1 8-6 7-9 6-10 4-10 2-11-2-11-4-10-6-10-7-9-8-6-8-1-6 0-6 3-4 4-4 6 0 7
874,-9,9,M-9-2L-7 0M-6-7L-4-2M0-11L0-3M6-7L4-2M9-2L7 0
899,-1,1,M0-1L-1 0 0 1 1 0 0-1
900,-2,2,M-1-2L-2-1-2 1-1 2 1 2 2 1 2-1 1-2-1-2
901,-4,4,M-1-4L-3-3-4-1-4 1-3 3-1 4 1 4 3 3 4 1 4-1 3-3 1-4-1-4
902,-5,5,M-1-5L-3-4-4-3-5-1-5 1-4 3-3 4-1 5 1 5 3 4 4 3 5 1 5-1 4-3 3-4 1-5-1-5
903,-7,7,M-1-7L-4-6-6-4-7-1-7 1-6 4-4 6-1 7 1 7 4 6 6 4 7 1 7-1 6-4 4-6 1-7-1-7
904,-11,11,M-2-11L-5-10-8-8-10-5-11-2-11 2-10 5-8 8-5 10-2 11 2 11 5 10 8 8 10 5 11 2 11-2 10-5 8-8 5-10 2-11-2-11
905,-17,17,M-2-17L-6-16-8-15-11-13-13-11-15-8-16-6-17-2-17 2-16 6-15 8-13 11-11 13-8 15-6 16-2 17 2 17 6 16 8 15 11 13 13 11 15 8 16 6 17 2 17-2 16-6 15-8 13-11 11-13 8-15 6-16 2-17-2-17
906,-22,22,M-2-22L-7-21-11-19-14-17-17-14-19-11-21-7-22-2-22 2-21 7-19 11-17 14-14 17-11 19-7 21-2 22 2 22 7 21 11 19 14 17 17 14 19 11 21 7 22 2 22-2 21-7 19-11 17-14 14-17 11-19 7-21 2-22-2-22
907,-41,41,M-3-41L-9-40-13-39-18-37-23-34-27-31-31-27-34-23-37-18-39-13-40-9-41-3-41 3-40 9-39 13-37 18-34 23-31 27-27 31-23 34-18 37-13 39-9 40-3 41 3 41 9 40 13 39 18 37 23 34 27 31 31 27 34 23 37 18 39 13 40 9 41 3 41-3 40-9 39-13 37-18 34-23 31-27 27-31 23-34 18-37 13-39 9-40 3-41-3-41
908,-20,20,M0-17L-2-15-5-14-8-14-11-15-13-17-20-10-18-8-17-5-17 8-16 11-14 13-11 14-5 14-2 15 0 17M0-17L2-15 5-14 8-14 11-15 13-17 20-10 18-8 17-5 17 8 16 11 14 13 11 14 5 14 2 15 0 17
909,-17,17,M0-17L-2-15-5-14-8-14-11-15-13-17-16-11-17-7-17-2-16 2-14 6-11 10-6 14 0 17M0-17L2-15 5-14 8-14 11-15 13-17 16-11 17-7 17-2 16 2 14 6 11 10 6 14 0 17M-16-10L16-10
1001,-8,8,M0-7L-5 6M0-4L4 6M0-7L5 6M-3 2L2 2M-7 6L-3 6M2 6L7 6
1002,-8,7,M-4-7L-4 6M-3-7L-3 6M-6-7L1-7 4-6 5-4 4-2 1-1M1-7L3-6 4-4 3-2 1-1M-3-1L1-1 4 0 5 2 5 3 4 5 1 6-6 6M1-1L3 0 4 2 4 3 3 5 1 6
1003,-7,7,M4-5L5-7 5-4 3-6 1-7-1-7-3-6-4-5-5-2-5 1-4 4-3 5-1 6 1 6 3 5 5 3M-1-7L-3-5-4-2-4 1-3 4-1 6
1004,-8,7,M-4-7L-4 6M-3-7L-3 6M-6-7L0-7 3-6 4-5 5-2 5 1 4 4 3 5 0 6-6 6M0-7L2-6 3-5 4-2 4 1 3 4 2 5 0 6
1005,-8,6,M-4-7L-4 6M-3-7L-3 6M0-3L0 1M-6-7L4-7 4-4 3-7M-3-1L0-1M-6 6L4 6 4 3 3 6
1006,-8,6,M-4-7L-4 6M-3-7L-3 6M0-3L0 1M-6-7L4-7 4-4 3-7M-3-1L0-1M-6 6L-1 6
1007,-7,8,M4-5L5-7 5-4 3-6 1-7-1-7-3-6-4-5-5-2-5 1-4 4-3 5-1 6 1 6 3 5M-1-7L-3-5-4-2-4 1-3 4-1 6M1 6L3 4 4 1M4 1L4 4 3 5M5 1L5 6 4 4M2 1L7 1
1008,-8,9,M-4-7L-4 6M-3-7L-3 6M4-7L4 6M5-7L5 6M-6-7L-1-7M2-7L7-7M-3-1L4-1M-6 6L-1 6M2 6L7 6
1009,-4,5,M0-7L0 6M1-7L1 6M-2-7L3-7M-2 6L3 6
1010,-7,6,M1-7L1 3 0 5-1 6M2-7L2 3 1 5-1 6-2 6-4 5-5 3-4 2-3 3-4 4M-1-7L4-7
1011,-8,9,M-4-7L-4 6M-3-7L-3 6M5-7L-3 1M-1-1L4 6M0-1L5 6M-6-7L-1-7M3-7L7-7M-6 6L-1 6M2 6L7 6
1012,-7,7,M-3-7L-3 6M-2-7L-2 6M-5-7L0-7M-5 6L5 6 5 3 4 6
1013,-9,10,M-5-7L-5 6M-4-4L0 6M-4-7L0 3M5-7L0 6M5-7L5 6M6-7L6 6M-7-7L-4-7M5-7L8-7M-7 6L-3 6M3 6L8 6
1014,-8,8,M-4-7L-4 6M-3-5L4 6M-3-7L4 4M4-7L4 6M-6-7L-3-7M2-7L6-7M-6 6L-2 6
1015,-7,7,M-1-7L-3-6-4-5-5-2-5 1-4 4-3 5-1 6 1 6 3 5 4 4 5 1 5-2 4-5 3-6 1-7-1-7M-1-7L-3-5-4-2-4 1-3 4-1 6M1 6L3 4 4 1 4-2 3-5 1-7
1016,-8,7,M-4-7L-4 6M-3-7L-3 6M-6-7L1-7 4-6 5-4 5-3 4-1 1 0-3 0M1-7L3-6 4-4 4-3 3-1 1 0M-6 6L-1 6
1017,-7,7,M-1-7L-3-6-4-5-5-2-5 1-4 4-3 5-1 6 1 6 3 5 4 4 5 1 5-2 4-5 3-6 1-7-1-7M-1-7L-3-5-4-2-4 1-3 4-1 6M1 6L3 4 4 1 4-2 3-5 1-7M-2 5L-2 4-1 3 0 3 1 4 3 7 4 8 5 8 6 7
1018,-8,8,M-4-7L-4 6M-3-7L-3 6M-6-7L1-7 4-6 5-4 5-3 4-1 1 0-3 0M1-7L3-6 4-4 4-3 3-1 1 0M-6 6L-1 6M1 0L3 5 4 6 5 6 6 4M1 0L2 1 4 5 5 6
1019,-6,7,M4-6L5-7 5-4 4-6 2-7-1-7-3-6-4-5-4-3-3-2-1-1 2 0 4 1 5 2M-4-4L-3-3-1-2 2-1 4 0 5 1 5 4 4 5 2 6-1 6-3 5-4 3-4 6-3 5
1020,-7,8,M0-7L0 6M1-7L1 6M-4-7L-5-4-5-7 6-7 6-4 5-7M-2 6L3 6
1021,-8,8,M-4-7L-4 3-3 5-1 6 1 6 3 5 4 3 4-7M-3-7L-3 3-2 5-1 6M-6-7L-1-7M2-7L6-7
1022,-8,8,M-5-7L0 6M-4-7L0 3M5-7L0 6M-7-7L-2-7M3-7L7-7
1023,-10,10,M-6-7L-3 6M-5-7L-3 2M0-7L-3 6M0-7L3 6M1-7L3 2M6-7L3 6M-8-7L-3-7M4-7L8-7
1024,-8,9,M-4-7L4 6M-3-7L5 6M5-7L-4 6M-6-7L-1-7M3-7L7-7M-6 6L-2 6M2 6L7 6
1025,-8,9,M-4-7L0 0 0 6M-3-7L1 0M5-7L1 0 1 6M-6-7L-1-7M3-7L7-7M-2 6L3 6
1026,-6,7,M4-7L-4 6M5-7L-3 6M-3-7L-4-4-4-7 5-7M-4 6L5 6 5 3 4 6
1027,-8,8,M0-7L-5 6M0-4L4 6M0-7L5 6M-3 2L2 2M-7 6L-3 6M2 6L7 6
1028,-8,7,M-4-7L-4 6M-3-7L-3 6M-6-7L1-7 4-6 5-4 4-2 1-1M1-7L3-6 4-4 3-2 1-1M-3-1L1-1 4 0 5 2 5 3 4 5 1 6-6 6M1-1L3 0 4 2 4 3 3 5 1 6
1029,-7,7,M-3-7L-3 6M-2-7L-2 6M-5-7L5-7 5-4 4-7M-5 6L0 6
1030,-8,8,M0-7L-6 6M0-4L5 6M0-7L6 6M-5 5L4 5M-6 6L6 6
1031,-8,6,M-4-7L-4 6M-3-7L-3 6M0-3L0 1M-6-7L4-7 4-4 3-7M-3-1L0-1M-6 6L4 6 4 3 3 6
1032,-6,7,M4-7L-4 6M5-7L-3 6M-3-7L-4-4-4-7 5-7M-4 6L5 6 5 3 4 6
1033,-8,9,M-4-7L-4 6M-3-7L-3 6M4-7L4 6M5-7L5 6M-6-7L-1-7M2-7L7-7M-3-1L4-1M-6 6L-1 6M2 6L7 6
1034,-7,8,M-1-7L-3-6-4-5-5-2-5 1-4 4-3 5-1 6 2 6 4 5 5 4 6 1 6-2 5-5 4-6 2-7-1-7M-1-7L-3-5-4-2-4 1-3 4-1 6M2 6L4 4 5 1 5-2 4-5 2-7M-1-3L-1 2M2-3L2 2M-1-1L2-1M-1 0L2 0
1035,-4,5,M0-7L0 6M1-7L1 6M-2-7L3-7M-2 6L3 6
1036,-8,9,M-4-7L-4 6M-3-7L-3 6M5-7L-3 1M-1-1L4 6M0-1L5 6M-6-7L-1-7M3-7L7-7M-6 6L-1 6M2 6L7 6
1037,-8,8,M0-7L-5 6M0-4L4 6M0-7L5 6M-7 6L-2 6M2 6L7 6
1038,-9,10,M-5-7L-5 6M-4-4L0 6M-4-7L0 3M5-7L0 6M5-7L5 6M6-7L6 6M-7-7L-4-7M5-7L8-7M-7 6L-3 6M3 6L8 6
1039,-8,8,M-4-7L-4 6M-3-5L4 6M-3-7L4 4M4-7L4 6M-6-7L-3-7M2-7L6-7M-6 6L-2 6
1040,-8,8,M-5-7L-6-4M6-7L5-4M-2-2L-3 1M3-2L2 1M-5 3L-6 6M6 3L5 6M-5-6L5-6M-5-5L5-5M-2-1L2-1M-2 0L2 0M-5 4L5 4M-5 5L5 5
1041,-7,7,M-1-7L-3-6-4-5-5-2-5 1-4 4-3 5-1 6 1 6 3 5 4 4 5 1 5-2 4-5 3-6 1-7-1-7M-1-7L-3-5-4-2-4 1-3 4-1 6M1 6L3 4 4 1 4-2 3-5 1-7
1042,-8,9,M-4-7L-4 6M-3-7L-3 6M4-7L4 6M5-7L5 6M-6-7L7-7M-6 6L-1 6M2 6L7 6
1043,-8,7,M-4-7L-4 6M-3-7L-3 6M-6-7L1-7 4-6 5-4 5-3 4-1 1 0-3 0M1-7L3-6 4-4 4-3 3-1 1 0M-6 6L-1 6
1044,-7,8,M-5-7L0-1M-4-7L1-1-5 6M-5-7L5-7 6-4 4-7M-4 5L5 5M-5 6L5 6 6 3
1045,-7,8,M0-7L0 6M1-7L1 6M-4-7L-5-4-5-7 6-7 6-4 5-7M-2 6L3 6
1046,-7,8,M-5-4L-4-6-3-7-2-7-1-6 0-4 0 6M6-4L5-6 4-7 3-7 2-6 1-4 1 6M-2 6L3 6
1047,-7,8,M0-7L0 6M1-7L1 6M-1-4L-4-3-5-1-5 0-4 2-1 3 2 3 5 2 6 0 6-1 5-3 2-4-1-4M-1-4L-3-3-4-1-4 0-3 2-1 3M2 3L4 2 5 0 5-1 4-3 2-4M-2-7L3-7M-2 6L3 6
1048,-8,9,M-4-7L4 6M-3-7L5 6M5-7L-4 6M-6-7L-1-7M3-7L7-7M-6 6L-2 6M2 6L7 6
1049,-8,9,M0-7L0 6M1-7L1 6M-6-2L-5-3-4-3-3 1-1 3M2 3L4 1 5-3 6-3 7-2M-5-3L-4 0-3 2-1 3 2 3 4 2 5 0 6-3M-2-7L3-7M-2 6L3 6
1050,-7,8,M-5 4L-4 6-1 6-5 0-5-3-4-5-3-6-1-7 2-7 4-6 5-5 6-3 6 0 2 6 5 6 6 4M-3 3L-4 0-4-3-3-5-1-7M2-7L4-5 5-3 5 0 4 3M-4 5L-2 5M3 5L5 5
1051,-8,8,M2-7L-7 6M1-5L2 6M2-7L3 6M-4 2L2 2M-9 6L-5 6M0 6L5 6
1052,-8,7,M-2-7L-6 6M-1-7L-5 6M-4-7L3-7 5-6 5-4 4-2 1-1M3-7L4-6 4-4 3-2 1-1M-3-1L1-1 3 0 4 1 4 3 3 5 1 6-8 6M1-1L3 1 3 3 2 5 1 6
1053,-7,6,M4-6L5-7 5-4 4-6 2-7 0-7-2-6-3-5-4-3-5 0-5 3-4 5-2 6 0 6 2 5 3 4M0-7L-2-5-3-3-4 0-4 4-2 6
1054,-8,7,M-2-7L-6 6M-1-7L-5 6M-4-7L2-7 4-6 5-4 5-1 4 2 3 4 2 5 0 6-8 6M2-7L3-6 4-4 4-1 3 2 2 4 1 5 0 6
1055,-8,6,M-2-7L-6 6M-1-7L-5 6M1-3L0 1M-4-7L5-7 5-4 4-7M-3-1L0-1M-8 6L2 6 3 3 1 6
1056,-8,6,M-2-7L-6 6M-1-7L-5 6M1-3L0 1M-4-7L5-7 5-4 4-7M-3-1L0-1M-8 6L-3 6
1057,-7,7,M4-6L5-7 5-4 4-6 2-7 0-7-2-6-3-5-4-3-5 0-5 3-4 5-2 6 0 6 2 5 3 4 4 1M0-7L-2-5-3-3-4 0-4 4-2 6M0 6L2 4 3 1M1 1L6 1
1058,-8,9,M-2-7L-6 6M-1-7L-5 6M6-7L2 6M7-7L3 6M-4-7L1-7M4-7L9-7M-3-1L4-1M-8 6L-3 6M0 6L5 6
1059,-4,5,M2-7L-2 6M3-7L-1 6M0-7L5-7M-4 6L1 6
1060,-7,6,M3-7L0 3-1 5-2 6M4-7L1 3 0 5-2 6-3 6-5 5-6 3-5 2-4 3-5 4M1-7L6-7
1061,-8,8,M-2-7L-6 6M-1-7L-5 6M6-7L-3 0M0-2L2 6M1-2L3 6M-4-7L1-7M4-7L8-7M-8 6L-3 6M0 6L5 6
1062,-7,7,M-1-7L-5 6M0-7L-4 6M-3-7L2-7M-7 6L3 6 4 3 2 6
