Glyph Number,Left Bearing,Right Bearing,SVG Path
529,-10,8,M-6-12L-6 9M-6-12L7-12
530,-9,9,M0-12L-8 9M0-12L8 9M-8 9L8 9
531,-10,9,M-6-12L-6 9M-6-12L7-12M-6-2L2-2M-6 9L7 9
532,-9,9,M7-12L-7 9M-7-12L7-12M-7 9L7 9
533,-11,11,M-7-12L-7 9M7-12L7 9M-7-2L7-2
534,-11,11,M-2-12L-4-11-6-9-7-7-8-4-8 1-7 4-6 6-4 8-2 9 2 9 4 8 6 6 7 4 8 1 8-4 7-7 6-9 4-11 2-12-2-12M-3-2L3-2
535,-4,4,M0-12L0 9
536,-11,9,M-7-12L-7 9M7-12L-7 2M-2-3L7 9
537,-9,9,M0-12L-8 9M0-12L8 9
538,-12,12,M-8-12L-8 9M-8-12L0 9M8-12L0 9M8-12L8 9
539,-11,11,M-7-12L-7 9M-7-12L7 9M7-12L7 9
540,-9,9,M-7-12L7-12M-3-2L3-2M-7 9L7 9
541,-11,11,M-2-12L-4-11-6-9-7-7-8-4-8 1-7 4-6 6-4 8-2 9 2 9 4 8 6 6 7 4 8 1 8-4 7-7 6-9 4-11 2-12-2-12
542,-11,11,M-7-12L-7 9M7-12L7 9M-7-12L7-12
543,-11,10,M-7-12L-7 9M-7-12L2-12 5-11 6-10 7-8 7-5 6-3 5-2 2-1-7-1
544,-9,9,M-7-12L0-2-7 9M-7-12L7-12M-7 9L7 9
545,-8,8,M0-12L0 9M-7-12L7-12
546,-9,9,M-7-7L-7-9-6-11-5-12-3-12-2-11-1-9 0-5 0 9M7-7L7-9 6-11 5-12 3-12 2-11 1-9 0-5
547,-10,10,M0-12L0 9M-2-7L-5-6-6-5-7-3-7 0-6 2-5 3-2 4 2 4 5 3 6 2 7 0 7-3 6-5 5-6 2-7-2-7
548,-9,9,M-7-12L7 9M-7 9L7-12
549,-10,10,M0-12L0 9M-9-6L-8-6-7-5-6-1-5 1-4 2-1 3 1 3 4 2 5 1 6-1 7-5 8-6 9-6
550,-10,10,M-7 9L-3 9-6 2-7-2-7-6-6-9-4-11-1-12 1-12 4-11 6-9 7-6 7-2 6 2 3 9 7 9
551,-13,9,M6-12L5-11-7 6-9 8-11 9-13 9-14 8-14 6-13 5-12 5-11 6M6-12L2 9M2 9L2 7 1 4 0 2-2 0-4-1-6-1-7 0-7 2-6 5-3 8 0 9 3 9 5 8 6 7
552,-13,12,M3-11L2-10 1-8-1-3-3 3-4 5-6 8-8 9-10 9-11 8-11 6-10 5-9 5-8 6M-3-6L-4-4-5-3-7-3-8-4-8-6-7-8-5-10-3-11 0-12 6-12 8-11 9-9 9-7 8-5 6-4 3-3 0-3M3-3L5-2 6-1 7 1 7 4 6 7 5 8 3 9 0 9-1 8-1 6 0 4
553,-12,11,M-7-10L-8-8-8-6-7-4-4-3-1-3 3-4 5-5 8-7 9-9 9-11 8-12 6-12 3-11 0-9-2-7-4-4-5-2-6 1-6 4-5 7-4 8-2 9 0 9 3 8 5 6 6 4 6 2 5 0 3 0 1 1 0 3
554,-13,11,M3-11L2-10 1-8-1-3-3 3-4 5-6 8-8 9-10 9-11 8-11 6-10 5-8 5-6 6-4 8-2 9 1 9 3 8 5 6 7 2 8-3 8-6 7-9 5-11 3-12-2-12-5-11-7-9-8-7-8-5-7-4-5-4-4-5-3-7
555,-10,10,M5-9L4-8 4-6 5-5 7-5 8-7 8-9 7-11 5-12 2-12 0-11-1-10-2-8-2-6-1-4 1-3M1-3L-1-3-4-2-6 0-7 2-7 5-6 7-5 8-3 9 0 9 3 8 5 6 6 4 6 2 5 0 3 0 1 1 0 3
556,-12,10,M-1-6L-2-4-4-3-6-3-7-5-7-7-6-9-4-11-1-12 9-12 7-11 6-10 5-8 2 1 1 4 0 6-2 8-5 9-8 9-10 8-10 6-9 5-8 5-7 6M-3 1L-2 0 0-1 5-1 7-2 8-4 6 2
557,-11,12,M-6-9L-7-7-7-5-6-3-4-2-2-2 1-3 3-4 6-7 7-10 7-11 6-12 5-12 3-11 1-9 0-7-1-4-1-1 0 1 2 2 4 2 6 1 8-1 9-3M9-3L7 3 5 6 2 8-1 9-4 9-7 8-8 7-8 5-7 4-6 4-5 5
558,-12,13,M-5-6L-6-7-6-9-4-11-1-12 1-12-3 0-5 5-7 8-9 9-11 9-12 8-12 6-11 5-10 5-9 6M-8 2L-7 1-5 0 4-3 6-4 9-6 11-8 12-10 12-11 11-12 10-12 8-10 6-6 4 0 3 4 3 7 4 9 5 9 7 8 9 6
559,-9,9,M8-6L6-4 3-3 0-3-2-4-3-6-3-8-2-10 0-11 3-12 8-12 6-10 4-7 2-2 0 4-1 6-3 8-5 9-8 9-9 8-9 6-8 5-7 5-6 6
560,-9,9,M8-6L6-4 3-3 0-3-2-4-3-6-3-8-2-10 0-11 3-12 8-12 6-10 4-7 2-2 0 4-1 7-3 11-4 12-6 13-7 12-7 10-6 8-4 6 2 2 4 0
561,-12,13,M-5-6L-6-7-6-9-4-11-1-12 1-12-3 0-5 5-7 8-9 9-11 9-12 8-12 6-11 5-10 5-9 6M11-8L12-9 12-11 11-12 9-11 8-9 6-6 5-5 3-4 0-3-2-3M0-3L1-2 2 0 3 7 4 9 5 9 7 8 9 6
562,-11,10,M-5-9L-6-7-6-5-5-3-3-2 0-2 3-3 5-4 8-7 9-10 9-11 8-12 7-12 5-11 4-10 2-7 0-1-2 4-3 6-5 8-7 9-9 9-10 8-10 6-9 5-7 5-5 6-2 8 0 9 3 9 5 8 6 7
563,-15,14,M0-12L-4-3-7 3-9 6-11 8-13 9-15 9-16 8-16 6-15 5-14 5-13 6M0-12L-1-8-2-3-3 5-3 9M8-12L4-3 2 1-1 6-3 9M8-12L7-8 6-3 5 5 5 7 6 9 7 9 9 8 11 6
564,-12,13,M0-12L-1-8-3-2-5 3-6 5-8 8-10 9-12 9-13 8-13 6-12 5-11 5-10 6M0-12L0-6 2 3 2 9M12-9L13-8 14-8 15-9 15-11 14-12 12-12 10-11 8-8 7-6 5-1 3 5 2 9
565,-11,11,M1-12L-1-11-3-9-5-6-6-4-7 0-7 4-6 7-5 8-3 9-1 9 2 8 4 6 6 3 7 1 8-3 8-7 7-10 6-11 5-11 3-10 1-8-1-4-2 1-2 4
566,-13,11,M3-11L2-10 1-8-1-3-3 3-4 5-6 8-8 9-10 9-11 8-11 6-10 5-9 5-8 6M-3-6L-4-4-5-3-7-3-8-4-8-6-7-8-5-10-3-11 0-12 5-12 7-11 8-10 9-8 9-5 8-3 7-2 5-1 3-1 1-2 0-3
567,-10,10,M3-8L3-6 2-4 1-3-1-2-3-2-4-4-4-6-3-9-1-11 2-12 5-12 7-11 8-9 8-5 7-2 5 1 1 5-2 7-4 8-7 9-9 9-10 8-10 6-9 5-7 5-5 6-2 8 0 9 3 9 5 8 6 7
568,-13,12,M3-11L2-10 1-8-1-3-3 3-4 5-6 8-8 9-8 9-10 9-11 8-11 6-10 5-9 5-8 6M-3-6L-4-4-5-3-7-3-8-4-8-6-7-8-5-10-3-11 0-12 6-12 8-11 9-9 9-7 8-5 7-4 4-3 0-3M0-3L2-2 3 0 4 7 5 9 6 9 8 8 10 6
569,-11,10,M-3-9L-4-7-4-5-3-3-1-2 2-2 5-3 7-4 9-6 10-8 10-11 9-12 8-12 7-11 6-9 5-5 4 1 3 4 2 6 0 8-3 9-6 9-8 8-9 6-9 4-8 2-7 1-5 0-3 0-2 1-2 3-3 5-4 6
570,-10,10,M1-6L0-4-2-3-4-3-5-5-5-7-4-9-2-11 2-12 11-12 9-11 8-10 7-8 4 1 3 4 2 6 0 8-3 9-6 9-8 8-8 6-7 5-6 5-5 6
571,-12,12,M-9-8L-7-11-5-12-4-12-3-10-3-7-5 0-6 4-6 7-5 9-3 9-1 8 2 5 4 2 5 0M9-12L5 0 4 4 4 7 5 9 6 9 8 8 10 6
572,-12,12,M-9-8L-7-11-5-12-4-12-3-10-3-7-4-3-6 4-6 7-5 9-3 9-1 8 2 5 4 2 6-2 7-5 8-9 8-11 7-12 6-12 5-11 4-9 4-6 5-4 7-2 9-1 11-1
573,-14,13,M-9-6L-10-6-11-7-11-9-10-11-8-12-4-12-5-10-6-6-6 3-7 9M4-12L2-10 0-6-3 3-5 7-7 9M4-12L3-10 2-6 2 3 1 9M14-12L13-12 11-11 10-10 8-6 5 3 3 7 1 9
574,-12,12,M-3-7L-4-6-6-6-7-7-7-9-6-11-4-12-2-12 0-11 1-9 1-6 0-2-2 3-4 6-6 8-8 9-10 9-11 8-11 6-10 5-9 5-8 6M8-9L9-8 10-8 11-9 11-11 10-12 8-12 6-11 4-9 2-6 0-2-1 3-1 6 0 8 2 9 4 9 6 8 7 6 7 4 6 3 4 3 3 4
575,-11,11,M-7-8L-5-11-3-12-2-12-1-11-1-9-3-3-3 0-2 2 0 2 3 1 5-1 7-4 8-6M10-12L8-6 5 3 3 6 1 8-2 9-6 9-8 8-9 6-9 4-8 3-7 3-6 4
576,-10,11,M2-6L1-4-1-3-3-3-4-5-4-7-3-9-1-11 3-12 12-12 10-11 9-10 8-8 5 0 4 2 2 5 0 7-6 9-9 9-10 8-10 6-9 5-7 5-5 6-2 8 0 9 3 9 5 8 6 7
583,-9,9,M-8-12L0 9M8-12L0 9M-8-12L8-12
601,-9,10,M6-5L6 9M6-2L4-4 2-5-1-5-3-4-5-2-6 1-6 3-5 6-3 8-1 9 2 9 4 8 6 6
602,-10,9,M-6-12L-6 9M-6-2L-4-4-2-5 1-5 3-4 5-2 6 1 6 3 5 6 3 8 1 9-2 9-4 8-6 6
603,-9,9,M6-2L4-4 2-5-1-5-3-4-5-2-6 1-6 3-5 6-3 8-1 9 2 9 4 8 6 6
604,-9,10,M6-12L6 9M6-2L4-4 2-5-1-5-3-4-5-2-6 1-6 3-5 6-3 8-1 9 2 9 4 8 6 6
605,-9,9,M-6 1L6 1 6-1 5-3 4-4 2-5-1-5-3-4-5-2-6 1-6 3-5 6-3 8-1 9 2 9 4 8 6 6
606,-6,7,M5-12L3-12 1-11 0-8 0 9M-4-5L4-5
607,-9,10,M6-5L6 11 5 14 4 15 2 16-1 16-3 15M6-2L4-4 2-5-1-5-3-4-5-2-6 1-6 3-5 6-3 8-1 9 2 9 4 8 6 6
608,-9,10,M-5-12L-5 9M-5-1L-2-4 0-5 3-5 5-4 6-1 6 9
609,-4,4,M-1-12L0-11 1-12 0-13-1-12M0-5L0 9
610,-5,5,M0-12L1-11 2-12 1-13 0-12M1-5L1 12 0 15-2 16-4 16
611,-9,8,M-5-12L-5 9M5-5L-5 5M-1 1L6 9
612,-4,4,M0-12L0 9
613,-15,15,M-11-5L-11 9M-11-1L-8-4-6-5-3-5-1-4 0-1 0 9M0-1L3-4 5-5 8-5 10-4 11-1 11 9
614,-9,10,M-5-5L-5 9M-5-1L-2-4 0-5 3-5 5-4 6-1 6 9
615,-9,10,M-1-5L-3-4-5-2-6 1-6 3-5 6-3 8-1 9 2 9 4 8 6 6 7 3 7 1 6-2 4-4 2-5-1-5
616,-10,9,M-6-5L-6 16M-6-2L-4-4-2-5 1-5 3-4 5-2 6 1 6 3 5 6 3 8 1 9-2 9-4 8-6 6
617,-9,10,M6-5L6 16M6-2L4-4 2-5-1-5-3-4-5-2-6 1-6 3-5 6-3 8-1 9 2 9 4 8 6 6
618,-7,7,M-3-5L-3 9M-3 1L-2-2 0-4 2-5 5-5
619,-8,9,M6-2L5-4 2-5-1-5-4-4-5-2-4 0-2 1 3 2 5 3 6 5 6 6 5 8 2 9-1 9-4 8-5 6
620,-6,7,M0-12L0 5 1 8 3 9 5 9M-4-5L4-5
621,-9,10,M-5-5L-5 5-4 8-2 9 1 9 3 8 6 5M6-5L6 9
622,-8,8,M-6-5L0 9M6-5L0 9
623,-10,10,M-8-5L-4 9M0-5L-4 9M0-5L4 9M8-5L4 9
624,-8,8,M-6-5L6 9M6-5L-6 9
625,-8,8,M-6-5L0 9M6-5L0 9-2 13-4 15-6 16-7 16
626,-8,8,M6-5L-6 9M-6-5L6-5M-6 9L6 9
627,-10,11,M-1-5L-3-4-5-2-6 0-7 3-7 6-6 8-4 9-2 9 0 8 3 5 5 2 7-2 8-5M-1-5L1-5 3-4 4-1 5 5 6 8 7 9 8 9
628,-8,10,M3-12L1-11-1-9-3-5-4-2-5 2-6 8-7 16M3-12L5-12 7-10 7-7 6-5 5-4 3-3 0-3M0-3L3-2 5 0 6 2 6 5 5 7 4 8 2 9-1 9-3 8-4 7-5 4
629,-9,10,M-7-3L-6-4-4-5-3-5-1-4 0-3 1 0 1 4 0 9M8-5L7-2 5 1 2 5 0 9-3 16
630,-9,9,M2-5L-1-5-3-4-5-2-6 1-6 4-5 7-4 8-2 9 0 9 2 8 4 6 5 3 5 0 4-3 2-5 0-7-1-9-1-11 0-12 2-12 4-11 6-9
631,-8,9,M5-3L4-4 2-5-1-5-3-4-3-2-2 0 1 1M1 1L-3 2-5 4-5 6-4 8-2 9 1 9 3 8 5 6
632,-7,8,M2-12L0-11-1-10-1-9 0-8 3-7 6-7M6-7L2-5-1-3-4 0-5 3-5 5-4 7-2 9 1 11 2 13 2 15 1 16-1 16-2 14
633,-10,10,M-8-2L-6-4-4-5-3-4-3-2-4 2-6 9M-4 2L-2-2 0-4 2-5 4-5 6-3 6 0 5 5 2 16
634,-9,10,M-9-2L-7-4-5-5-4-4-4-2-5 3-5 6-4 8-3 9-1 9 1 8 3 5 4 3 5 0 6-5 6-8 5-11 3-12 1-12 0-10 0-8 1-5 3-2 5 0 7 2
635,-6,6,M0-5L-2 2-3 6-3 8-2 9-1 9 1 8 3 6
636,-9,8,M-3-5L-7 9M6-5L5-5 3-4-1 0-3 1-4 1M-4 1L-2 2-1 3 1 8 2 9 3 9 4 8
637,-9,9,M-7-12L-5-12-3-11-2-10 6 9M0-5L-6 9
638,-9,12,M-3-5L-9 16M-4-1L-5 4-5 7-3 9-1 9 1 8 3 6 5 2M7-5L5 2 4 6 4 8 5 9 7 8 9 6
639,-9,9,M-6-5L-3-5-4 1-5 6-6 9M7-5L6-2 5 0 3 3 0 6-3 8-6 9
640,-7,8,M2-12L0-11-1-10-1-9 0-8 3-7 6-7M3-7L0-6-2-5-3-3-3-1-1 1 2 2 4 2M2 2L-2 3-4 4-5 6-5 8-3 10 1 12 2 13 2 15 0 16-2 16
641,-8,9,M0-5L-2-4-4-2-5 1-5 4-4 7-3 8-1 9 1 9 3 8 5 6 6 3 6 0 5-3 4-4 2-5 0-5
642,-11,11,M-2-5L-6 9M3-5L4 1 5 6 6 9M-9-2L-7-4-4-5 9-5
643,-9,10,M-5 1L-5 4-4 7-3 8-1 9 1 9 3 8 5 6 6 3 6 0 5-3 4-4 2-5 0-5-2-4-4-2-5 1-9 16
644,-9,10,M8-5L-1-5-3-4-5-2-6 1-6 4-5 7-4 8-2 9 0 9 2 8 4 6 5 3 5 0 4-3 3-4 1-5
645,-10,9,M1-5L-3 9M-8-2L-6-4-3-5 8-5
646,-10,10,M-8-2L-6-4-4-5-3-4-3-2-5 4-5 7-3 9-1 9 2 8 4 6 6 2 7-2 7-5
647,-11,11,M-3-4L-5-3-7-1-8 2-8 5-7 7-6 8-4 9-1 9 2 8 5 6 7 3 8 0 8-3 6-5 4-5 2-3 0 1-2 6-5 16
648,-10,10,M-8-4L-7-5-5-5-3-3 3 14 5 16 7 16 8 15M8-5L6-1-6 12-8 16
649,-12,12,M4-12L-4 16M-10-2L-8-4-6-5-5-4-5-2-6 3-6 6-5 8-3 9-1 9 2 8 5 5 7 2 9-2 10-5
650,-12,12,M-4-5L-6-4-8-1-9 2-9 5-8 8-7 9-5 9-3 8-1 5M0 1L-1 5 0 8 1 9 3 9 5 8 7 5 8 2 8-1 7-4 6-5
651,-7,8,M3 3L2 1 0 0-2 0-4 1-5 2-6 4-6 6-5 8-3 9-1 9 1 8 2 6 4 0 2 6 2 8 3 9 4 9 6 8 7 7 9 4
652,-6,8,M-5 4L-3 1 0-4 1-6 2-9 2-11 1-12-1-11-2-9-3-5-4 2-4 8-3 9-2 9 0 8 2 6 3 3 3 0 4 4 5 5 7 5 9 4
653,-6,5,M2 2L2 1 1 0-1 0-3 1-4 2-5 4-5 6-4 8-2 9 1 9 4 7 6 4
654,-7,8,M3 3L2 1 0 0-2 0-4 1-5 2-6 4-6 6-5 8-3 9-1 9 1 8 2 6 8-12M4 0L2 6 2 8 3 9 4 9 6 8 7 7 9 4
655,-6,5,M-3 7L-1 6 0 5 1 3 1 1 0 0-1 0-3 1-4 3-4 6-3 8-1 9 1 9 3 8 4 7 6 4
656,-4,4,M-3 4L1-1 3-4 4-6 5-9 5-11 4-12 2-11 1-9-1-1-4 8-7 15-8 18-8 20-7 21-5 20-4 17-3 8-2 9 0 9 2 8 3 7 5 4
657,-7,8,M3 3L2 1 0 0-2 0-4 1-5 2-6 4-6 6-5 8-3 9-1 9 1 8 2 7M4 0L2 7-2 18-3 20-5 21-6 20-6 18-5 15-2 12 1 10 3 9 6 7 9 4
658,-6,9,M-5 4L-3 1 0-4 1-6 2-9 2-11 1-12-1-11-2-9-3-5-4 1-5 9M-5 9L-4 6-3 4-1 1 1 0 3 0 4 1 4 3 3 6 3 8 4 9 5 9 7 8 8 7 10 4
659,-3,4,M1-5L1-4 2-4 2-5 1-5M-2 4L0 0-2 6-2 8-1 9 0 9 2 8 3 7 5 4
660,-3,4,M1-5L1-4 2-4 2-5 1-5M-2 4L0 0-6 18-7 20-9 21-10 20-10 18-9 15-6 12-3 10-1 9 2 7 5 4
661,-6,8,M-5 4L-3 1 0-4 1-6 2-9 2-11 1-12-1-11-2-9-3-5-4 1-5 9M-5 9L-4 6-3 4-1 1 1 0 3 0 4 1 4 3 2 4-1 4M-1 4L1 5 2 8 3 9 4 9 6 8 7 7 9 4
662,-4,4,M-3 4L-1 1 2-4 3-6 4-9 4-11 3-12 1-11 0-9-1-5-2 2-2 8-1 9 0 9 2 8 3 7 5 4
663,-14,11,M-13 4L-11 1-9 0-8 1-8 2-9 6-10 9M-9 6L-8 4-6 1-4 0-2 0-1 1-1 2-2 6-3 9M-2 6L-1 4 1 1 3 0 5 0 6 1 6 3 5 6 5 8 6 9 7 9 9 8 10 7 12 4
