Glyph Number,Left Bearing,Right Bearing,SVG Path
1492,-14,13,M-9-11L9-11L7-13L5-11M5-11L8-12M-1-11L-1 11M0-11L0 11M-11-2L11-2L9-4L7-2M7-2L10-3
1496,-14,13,M0-11L1-12L-1-12L-1-3L0 2L2 6L5 9L7 10L10 10L11 9L10 8M0-11L0-3L1 2L3 6L5 8L7 9L9 9L10 8L11 5M-7-12L-8-8M-7-12L-6-11L-8-8M-10-9L-8-6L-7-6L-7-7L-10-9M-4-9L-8-3M-4-9L-3-8L-8-3M-11-3L-4-3M-11-3L-10-2L-4-3M-4-5L-3-2L-2-2L-2-3L-4-5M5-12L4-8M5-12L6-11L4-8M2-9L4-6L5-6L5-7L2-9M8-9L4-3M8-9L9-8L4-3M1-3L8-3M1-3L2-2L8-3M8-5L9-2L10-2L10-3L8-5M4-2L5 0L6 0L6-1L4-2M-11 1L11 1L9 0L8 1M-7 1L-7 4L-8 7L-10 10M-6 1L-6 4L-7 7L-10 10M-6 4L-5 5L-4 7L-3 7L-3 6L-4 5L-6 4M6 3L3 6L0 8L-4 10M6 3L7 4L6 5L3 7L-1 9L-4 10
1504,-14,13,M1-9L1-11L2-12L0-12L0-9M-7-9L-9-10L-9 2L-10 7L-11 9M-8-9L-8 2L-9 6L-11 9M-8-9L11-9L9-11L7-9M7-9L10-10M0-2L1-3L-1-4L-1 8L0 9L6 9L7 8L6 7M0-3L0 7L1 8L5 8L6 7L6 5M-4 2L-5 4L-6 5L-6 6L-5 6L-4 4L-4 2M2-6L3-5L4-3L5-3L5-4L4-5L2-6M8 2L9 3L10 5L11 5L11 4L10 3L8 2
1508,-14,13,M1-10L1-11L2-12L0-12L0-10M-7-10L-9-11L-9 2L-10 7L-11 9M-8-10L-8 2L-9 6L-11 9M-8-10L11-10L9-11L8-10M-2-6L-4-7L-4 6M-3-6L-3 6M-2-6L7-8L9-7M-4-6L-3-6L9-7M3-7L3-1L4 3L6 6L8 8L10 9L11 8L10 7M8 7L10 8M4-7L4-1L5 3L7 6L9 7L10 7L11 5M-3-1L11-1L9-2L8-1M-7 7L2 4M-7 7L-6 8L2 4M-3 9L5 9L4 8L3 9
1511,-14,13,M1-10L1-11L2-12L0-12L0-10M-9-11L-9 3L-10 7L-11 9M-9-11L-8-10L-8 3L-9 6L-11 9M-8-10L11-10L9-11L8-10M-3-9L-3-1M-3-9L-2-9L-2-1M3-9L3-1M3-9L4-9L4-1M-8-6L11-6L9-7L8-6M-2-2L3-2M-5 1L7 1M-3 1L-1 4L1 6L4 8L6 9L10 10L11 9M1 6L3 7L6 8L11 9M6 0L2 4L-2 7L-5 9M6 0L7 1L2 5L-1 7L-5 9L-8 10
1514,-14,13,M1-10L1-11L2-12L0-12L0-10M-9-11L-9 3L-10 7L-11 9M-9-11L-8-10L-8 3L-9 6L-11 9M-8-10L11-10L9-11L8-10M-8-7L-2-7M-3-8L-5 0M-4-7L-3-8L-2-7L-4 0M-5 0L0 0M-1-1L-2 3L-3 5L-5 8M-2 0L-1-1L0 0L-1 3L-3 6L-5 8L-8 10M-5 2L-6 3L-6 5M-5 2L-6 5M-5 2L-4 5L-2 8L1 9L10 9L11 8M-4 5L-2 7L1 8L11 8M1-6L5-7L8-8L10-7M1-6L10-7M5-7L5 5M6-7L6 5M1-1L11-1L10-2L9-1M1 5L11 5L10 4L9 5
1515,-14,13,M1-10L1-11L2-12L0-12L0-10M-10-11L-10 3L-11 7L-12 9M-10-11L-9-10L-9 3L-10 6L-12 9M-9-10L11-10L9-11L8-10M1-7L2-8L0-8L0 9M1-7L1 9M-4-7L-5-4L-6-2L-8 1M-4-7L-3-6L-4-4L-6-1L-8 1M-5-2L-4-1L-3 1L-2 1L-2 0L-3-1L-5-2M6-7L5-4L4-2L2 1M6-7L7-6L6-4L4-1L2 1M6-2L7-1L8 1L9 1L9 0L8-1L6-2M-7 4L9 4L8 3L7 4M-9 9L11 9L9 8L8 9
1556,-14,13,M1-11L2-12L0-12L0-7L1-1L2 2L3 4L5 7L7 9L9 10L10 10L11 9L10 8M6 7L7 8L9 9L10 9M1-11L1-7L2-1L3 2L5 5L7 7L9 8L10 8L11 5M4-12L5-11L6-9L7-9L7-10L6-11L4-12M-11-7L11-7L9-8L8-7M-11-2L-2-2L-3-3L-4-2M-7-2L-7 7M-6-2L-6 7M-11 8L0 5M-11 8L-10 9L0 5
1560,-14,13,M-9-11L6-11M5-11L6-12L8-11L7-9M6-11L6-4M7-11L7-4M-7-5L6-5M-6-5L-8-6L-9 2M-7-5L-8 2M-8 1L8 1M7 1L8 0L10 1L8 3M8 1L6 7L5 8L3 9M6 8L5 9L4 9M9 1L7 7L6 9L5 10L4 10L3 9L0 8
1562,-14,13,M-10-11L-2-11M-3-11L-2-12L0-11L-1-9M-2-11L-2-5M-1-11L-1-5M-8-6L-2-6M-9-7L-10 0M-9-7L-8-7L-9 0M-9-1L-1-1M-2-1L-1-2L1-1L-1 2M-1-1L-3 7L-4 8L-6 9M-3 8L-4 9L-5 9M0-1L-2 7L-3 9L-4 10L-5 10L-6 9L-8 8M8-10L9-11L7-12L7 10M8-11L8 10
1567,-14,13,M-11-11L-6-11M-6-11L-6-5M-7-11L-6-12L-5-11L-5-5M-11-7L-11 1M-11-7L-10-6L-10 1M-10-6L-6-6M-10 0L-6 0M-6 0L-7 8L-8 9M-7 0L-6-1L-5 0L-6 8L-7 10L-8 9L-10 8M-2-10L-2 3L-3 8L-4 10M-2-10L-1-9L-1 3L-2 7L-4 10M-1-9L8-12L10-11M-1-9L10-11M8-11L8 2L9 8L10 10L11 9M8 2L9 6L10 8L11 9M3-8L3 8M3-8L4-8L4 7M0 8L6 7M0 8L1 9L6 7M6 5L7 9L8 9L8 8L6 5
1568,-14,13,M-11-11L-6-11M-6-11L-6-5M-7-11L-6-12L-5-11L-5-5M-11-7L-11 1M-11-7L-10-6L-10 1M-10-6L-6-6M-10 0L-6 0M-6 0L-7 8L-8 9M-7 0L-6-1L-5 0L-6 8L-7 10L-8 9L-10 8M4-11L5-12L3-12L3-8M4-11L4-8M-2-8L11-8L9-9L8-8M3-8L0-1M3-8L4-7L0-1M-2-2L0 0L1 2L2 2L2 1L1 0L-2-2M7-3L1 9M7-3L8-2L1 9M-3 9L9 8M-3 9L-1 10L9 8M7 6L9 8L10 10L11 10L11 9L10 8L7 6
1571,-14,13,M-10-11L-6-11M-6-11L-6-5M-7-11L-6-12L-5-11L-5-5M-9-6L-6-6M-10-7L-10 1M-10-7L-9-6L-9 1M-9 0L-6 0M-6 0L-7 8L-8 9M-7 0L-6-1L-5 0L-6 8L-7 10L-8 9L-10 8M3-12L1-6M3-12L4-11L1-6M-3-6L9-7M-3-6L-1-5L9-7M7-9L9-7L10-5L11-5L11-6L10-7L7-9M3-6L3 9M4-6L4 8M0-2L-2-3L-2 4M-1-2L-1 4M-1-2L8-2M7-2L8-3L10-2L9 0M8-2L8 4M9-2L9 4M-1 3L8 3M-3 9L9 8M-3 9L-1 10L9 8M7 6L9 8L10 10L11 10L11 9L10 8L7 6
1575,-14,13,M-10-11L-5-11M-5-11L-5-5M-6-11L-5-12L-4-11L-4-5M-9-6L-5-6M-10-7L-10 1M-10-7L-9-6L-9 1M-9 0L-5 0M-5 0L-6 8L-7 9M-6 0L-5-1L-4 0L-5 8L-6 10L-7 9L-9 8M-1-12L0-9L1-9L1-10L-1-12M3-12L4-9L5-9L5-10L3-12M9-12L6-7M9-12L10-11L6-7M-1-7L-1 3M-1-7L0-6L0 3M0-6L9-6M9-6L9 3M8-6L9-7L10-6L10 3M4-6L4 10M5-6L5 10M0-2L9-2M0 2L9 2M-2 6L11 6L9 5L8 6
1582,-14,13,M-5-10L-4-11L-6-12L-6 2L-7 6L-8 8L-10 10M-5-11L-5 3L-6 6L-7 8L-10 10M-9-4L-10-2L-11-1L-11 0L-10 0L-9-2L-9-5M-1-11L7-11M7-11L7-5M6-11L7-12L8-11L8-5M-1-8L7-8M-1-5L8-5M-1-3L-2-1L-3 0L-3 1L-2 1L-1-1L-1-3M-1-2L9-2M8-2L9-3L11-1L9 0M9-2L9 0M10-2L9 0L8 1M3-2L3 10M4-2L4 10M-1 2L-1 9M-1 2L0 3L0 9M0 3L7 3M7 3L7 7L6 8M6 3L7 2L8 3L8 7L7 9L5 7
1589,-14,13,M-7-11L-7 1L-8 5L-9 7L-11 10M-6-11L-6 1L-7 5L-9 8L-11 10M-2-11L-2 8L-1 9M-1-11L-1 9M-10-11L3-11L2-12L1-11M-10-3L3-3L2-4L1-3M10-12L7-9L4-7M10-12L11-11L10-10L7-8L4-7M10-5L7-2L4 0L2 1M10-5L11-4L10-3L7-1L5 0L2 1M10 2L7 5L3 8M10 2L11 3L10 4L7 6L3 8L0 9
1598,-14,13,M-6-12L-10-8M-6-12L-5-11L-10-8M-6-7L-9-2L-11 1M-6-7L-5-6L-8-2L-11 1M-8-2L-8 10M-7-3L-7 10M0-11L-2-12L-2-7L-3-4L-4-3M-1-11L-1-7L-2-4L-4-3M-1-11L4-11M3-11L4-12L6-11L5-9M4-11L4-5L5-4L10-4L11-5L10-6M5-11L5-6L6-5L9-5L10-6L11-8M-4-1L5-1M5-1L4 1L2 4L-1 7L-4 9M6-1L4 2M4-1L5-2L7-1L4 3L1 6L-2 8L-6 10M-2-1L-1 1L1 4L3 6L6 8L9 9L11 8M-1 1L2 4L5 6L7 7L11 8
1602,-14,13,M-6-12L-10-8M-6-12L-5-11L-10-8M-6-7L-9-2L-11 1M-6-7L-5-6L-8-2L-11 1M-8-2L-8 10M-7-3L-7 10M-3-11L9-11M8-12L7-10L4-6L0-2M7-11L8-12L9-11L6-7L3-4L0-2L-3 0M0-10L1-7L3-4L5-2L7-1L10 0L11-1M3-4L7-2L11-1M3 1L4 0L2 0L2 9M3 1L3 9M-3 3L9 3L8 2L7 3M-5 9L11 9L9 8L8 9
1604,-14,13,M-6-12L-10-8M-6-12L-5-11L-10-8M-6-7L-9-2L-11 1M-6-7L-5-6L-9-1L-11 1M-8-2L-8 10M-7-3L-7 10M4-11L5-12L3-12L3-2M4-11L4-2M0-8L-2-9L-2 1L-3 5L-4 7L-6 10M-1-8L-1 1L-2 5L-4 8L-6 10M-1-8L9-8M8-8L9-9L11-7L9-6M9-8L9-6M10-8L9-6L8-4M-1-2L7-2M7-2L6 1L4 4L1 7L-2 9M8-2L7 0M6-2L7-3L9-2L8 0L6 3L3 6L0 8L-4 10M1-2L2 2L4 6L7 9L9 10L11 9M7 8L9 9M2 2L4 5L6 7L8 8L11 9
1610,-14,13,M-6-12L-10-8M-6-12L-5-11L-10-8M-6-7L-9-2L-11 1M-6-7L-5-6L-8-2L-11 1M-8-2L-8 9M-7-3L-7 9M1-12L-1-8M1-12L2-11L-1-8M-3-9L-2-8L-1-6L0-6L0-7L-1-8L-3-9M6-10L1-3M6-10L7-9L1-3M-4-3L8-4M-4-3L-3-2L8-4M7-6L8-5L9-3L10-3L10-4L9-5L7-6M1-1L0 1L-3 5L-7 9M1-1L2 0L0 3L-3 6L-7 9M2 0L9 0M8-1L7 1L5 4L3 6L0 8L-3 9M8-1L9 0L7 3L4 6L1 8L-3 9M2 0L3 3L5 6L7 8L9 9L11 8M2 0L3 2L5 5L8 7L11 8
1613,-14,13,M-6-12L-10-8M-6-12L-5-11L-10-8M-6-7L-9-2L-11 1M-6-7L-5-6L-8-2L-11 1M-8-2L-8 10M-7-3L-7 10M-1-12L0-11L1-8L2-8L2-9L1-11L-1-12M7-12L5-7M7-12L8-11L5-7M-3-6L11-6L9-7L8-6M3-6L3 8M4-6L4 8M4 0L9 0L8-1L7 0M-2-2L-2 3L-3 7L-4 9M-2-2L-1-2L-1 3L-2 6L-4 9L-5 10M-1 4L0 6L2 8L5 9L10 9L11 8M0 6L2 7L5 8L11 8
1614,-14,13,M-6-12L-10-8M-6-12L-5-11L-10-8M-6-7L-9-2L-11 1M-6-7L-5-6L-8-2L-11 1M-8-2L-8 10M-7-3L-7 10M4-11L5-12L3-12L3 8M4-11L4 8M-2-9L10-9L8-10L7-9M-3-4L11-4L9-5L8-4M4 1L9 1L8 0L7 1M-2-1L-2 3L-3 7L-4 9M-2-1L-1-1L-1 3L-2 6L-4 9L-5 10M-1 4L0 6L2 8L5 9L10 9L11 8M0 6L2 7L5 8L11 8
1621,-14,13,M-7-12L-11-8M-7-12L-6-11L-11-8M-7-7L-9-3L-11 0M-7-7L-6-6L-11 0M-9-2L-9 10M-8-3L-8 10M0-11L1-12L-1-12L-1 10M0-11L0 10M3-11L4-9L5-9L5-10L3-11M-5-6L5-6L4-7L3-6M-6 5L-4 2L-3-1L-3-3L-4-3L-4-1L-5 3L-6 5M2-3L3 2L3 4L4 4L4 2L3-1L2-3M5-10L11-10L10-11L9-10M5-4L11-4L10-5L9-4M8-4L8 8L7 9M9-4L9 8L8 10L7 9L5 8
1628,-14,13,M-7-12L-11-8M-7-12L-6-11L-11-8M-7-7L-9-3L-11 0M-7-7L-6-6L-11 0M-9-2L-9 10M-8-3L-8 10M-3-12L-5-7M-3-12L-2-11L-5-7M-3-10L3-10L2-11L1-10M-1-10L-1 6M0-10L0 6M-5-5L4-5L3-6L2-5M0 0L3 0L2-1L1 0M-4-1L-4 7M-4-1L-3-1L-3 7M-6 7L3 5M-6 7L-5 8L3 5M5-11L5 10M5-11L6-10L6 10M6-10L9-10M9-10L9 5L8 6M8-10L9-11L10-10L10 5L9 7L7 5
1631,-14,13,M-8-12L-12-8M-8-12L-7-11L-12-8M-8-7L-10-3L-12 0M-8-7L-7-6L-12 0M-10-2L-10 10M-9-3L-9 10M-2-12L-2-5M-2-12L-1-12L-1-5M-5-10L-5-4M-5-10L-4-10L-4-4M-4-5L1-5M1-10L1-4M1-10L2-10L2-4M-6-1L3-1L2-2L1-1M-4-1L-4 2L-5 6L-6 8M-3-1L-3 2L-4 5L-6 8M0-1L0 6M1-1L1 6M-2 7L4 4M-2 7L-1 8L4 4M6-12L5-8L3-2M6-12L7-11L5-6L3-2M5-5L11-5L10-6L9-5M9-5L8 0L7 3L6 5L4 8M10-5L9 0L8 3L6 6L4 8L1 10M5-5L5-2L6 2L7 5L8 7L10 10L11 9M6 2L7 4L9 7L11 9
1638,-14,13,M-7-12L-11-8M-7-12L-6-11L-11-8M-7-7L-11 0M-7-7L-6-6L-11 0M-9-3L-9 10M-8-4L-8 10M-4-10L2-12L3-11M-4-10L3-11M-1-11L-1 8M0-11L0 8M-5-8L5-8L4-9L3-8M-5-6L-5 1M-5-6L-4-5L-4 1M-4-5L3-5M3-5L3 1M2-5L3-6L4-5L4 1M-4-2L3-2M-5 1L4 1M-5 4L5 4L4 3L3 4M-5 8L4 7M-5 8L-4 9L4 7M5-11L11-11L10-12L9-11M5-5L11-5L10-6L9-5M8-5L8 8L7 9M9-5L9 8L8 10L7 9L5 8
1641,-14,13,M-7-12L-11-8M-7-12L-6-11L-11-8M-7-7L-9-3L-11 0M-7-7L-6-6L-11 0M-9-2L-9 10M-8-3L-8 10M-1-12L-3-12L-4-9L-5-7M-1-12L-5-7M-3-10L3-10M2-11L-1-7M2-11L3-10L-1-7M-1-6L-1 4L-2 7L-3 9M0-6L0 4L-1 7L-3 9L-5 10M-5-7L-5 1M-5-7L-4-6L-4 1M-4-6L3-6M3-6L3 1M2-6L3-7L4-6L4 1M-4-3L3-3M-4 0L3 0M-6 4L5 4L4 3L3 4M0 6L1 7L2 9L3 9L3 8L2 7L0 6M5-10L11-10L10-11L9-10M5-4L11-4L10-5L9-4M8-4L8 8L7 9M9-4L9 8L8 10L7 9L5 8
1645,-14,13,M-3-5L-2-6L-4-7L-4 8L-3 9L5 9L6 8L5 6M4 8L5 8L5 7M-3-6L-3 7L-2 8L3 8L5 6L6 3M-2-11L0-10L2-8L3-8L3-9L2-10L-2-11M1-10L2-9M-8-2L-9 1L-11 4L-11 5L-10 5L-9 4L-8 1L-8-2M-9 2L-10 4M6-3L8-1L9 1L10 3L11 3L11 2L10 0L8-2L6-3M9 0L10 2
1666,-14,13,M-7-11L-6-12L-8-12L-8 10M-7-11L-7 10M-10-6L-11-4L-12-3L-12-2L-11-2L-10-4L-10-6M-6-8L-5-7L-4-5L-3-5L-3-6L-4-7L-6-8M5-11L6-12L4-12L4 9M5-11L5 9M1-9L0-6L-2-1L-3 1M1-9L2-8L0-4L-3 1M1-6L10-6L9-7L8-6M0 1L10 1L9 0L8 1M-4 9L11 9L9 8L8 9
1683,-14,13,M-7-11L-6-12L-8-12L-8 10M-7-11L-7 10M-10-6L-11-4L-12-3L-12-2L-11-2L-10-4L-10-6M-6-8L-5-7L-4-5L-3-5L-3-6L-4-7L-6-8M-3-11L11-11L9-12L8-11M1-7L-1-8L-1 6M0-7L0 6M0-7L8-7M7-7L8-8L10-7L9-5M8-7L8 6M9-7L9 6M0-1L8-1M0 5L8 5M-3 9L11 9L9 8L8 9
1710,-14,13,M1-12L2-13L0-13L0-8L1-4L3-1L5 1L7 2L10 3L11 2L10 1M6 1L9 2L10 2M1-12L1-8L2-4L4-1L5 0L8 1L10 1L11-1M4-13L5-11L6-11L6-12L4-13M-11-9L11-9L9-10L8-9M6-6L4-3L1 0L-2 2M6-6L7-5L4-2L0 1L-2 2M-9-7L-9-2M-9-7L-8-6L-8-2M-8-6L-4-6M-4-6L-4-2M-5-6L-4-7L-3-6L-3-2M-8-3L-4-3M-11 1L-3 0M-11 1L-10 2L-3 0M-5 4L-5 9L-4 10L4 10L5 9L4 8M-5 4L-4 4L-4 8L-3 9L3 9L4 8L4 6M-8 5L-9 7L-10 8L-10 9L-9 9L-8 7L-8 5M-1 4L0 6L1 6L1 5L-1 4M7 5L8 6L9 8L10 8L10 7L9 6L7 5
1728,-14,13,M-5-11L-4-12L-6-12L-6 2M-5-11L-5 2M-10-8L-1-8L-2-9L-3-8M-6-8L-7-5L-8-3L-10 0M-6-5L-8-2L-10 0M-3-4L-2-2L-1-2L-1-3L-3-4M2-12L2 2M2-12L3-11L3 2M3-11L9-11M9-11L9 2M8-11L9-12L10-11L10 2M3-7L9-7M3-3L9-3M3 1L9 1M-5 4L-5 9L-4 10L4 10L5 9L4 8M-5 4L-4 4L-4 8L-3 9L3 9L4 8L4 6M-1 3L0 6L1 6L1 5L-1 3M-8 5L-9 7L-10 8L-10 9L-9 9L-8 7L-8 5M8 5L9 6L10 8L11 8L11 7L10 6L8 5
1731,-14,13,M2-12L3-13L1-13L1-8L2-4L4-1L7 2L10 3L11 2L10 1M7 1L9 2L10 2M2-12L2-8L3-4L5-1L6 0L8 1L10 1L11-1M5-13L6-11L7-11L7-12L5-13M-7-9L-9-10L-9-3L-10 1L-11 3M-8-9L-8-3L-9 0L-11 3M-8-9L11-9L9-10L8-9M8-5L6-2L3 1L0 3M8-5L9-4L6-1L2 2L0 3M-6-6L-1-6L-2-7L-3-6M-6-4L-6 1M-6-4L-5-3L-5 1M-5-3L-2-3M-2-3L-2 1M-3-3L-2-4L-1-3L-1 1M-6 1L-1 1M-5 4L-5 9L-4 10L4 10L5 9L4 8M-5 4L-4 4L-4 8L-3 9L3 9L4 8L4 6M-8 5L-9 7L-10 8L-10 9L-9 9L-8 7L-8 5M-1 4L0 6L1 6L1 5L-1 4M7 5L8 6L9 8L10 8L10 7L9 6L7 5
1743,-14,13,M-5-12L-7-12L-8-10M-5-12L-8-10M-11-10L-2-10M-11-10L-10-9L-2-10M-3-12L-2-11L-1-9L0-9L0-10L-1-11L-3-12M-9-8L-9 2M-9-8L-8-7L-8 2M-8-7L-3-7M-3-7L-3 1L-4 2M-4-7L-3-8L-2-7L-2 1L-3 3L-4 2L-6 1M-8-4L-3-4M-8-1L-3-1M3-11L4-12L2-12L2-7L3-6L10-6L11-7L10-8M3-11L3-8L4-7L9-7L10-8L11-10M3-9L7-11L8-10M3-9L8-10M3-3L4-4L2-4L2 1L3 2L10 2L11 1L10 0M3-3L3 0L4 1L9 1L10 0L11-2M3-1L7-3L8-2M3-1L8-2M-5 5L-5 9L-4 10L5 10L6 9L5 8M-5 5L-4 5L-4 8L-3 9L4 9L5 8L5 6M-8 5L-9 6L-11 7L-11 8L-10 8L-9 7L-8 5M-1 5L1 7L2 7L2 6L-1 5M8 5L9 6L10 8L11 8L11 7L10 6L8 5
1756,-14,13,M-7-11L-6-12L-8-12L-8 10M-7-11L-7 10M-10-6L-11-4L-12-3L-12-2L-11-2L-10-4L-10-6M-6-7L-5-6L-4-4L-3-4L-3-5L-4-6L-6-7M3-11L3-5M4-11L4-5M-1-12L-1-5M-1-12L0-11L0-5M0-11L7-11M7-11L7-5M6-11L7-12L8-11L8-5M-3-8L11-8L10-9L9-8M-1-5L8-5M1-2L-1-3L-1 7M0-2L0 7M0-2L7-2M6-2L7-3L9-2L8 0M7-2L7 7M8-2L8 7M0 1L7 1M0 4L7 4M-1 7L8 7M2 9L0 8L-3 10L-5 11M2 9L-1 10L-5 11M6 8L8 9L10 11L11 11L11 10L9 9L6 8
1794,-14,13,M0-11L1-12L-1-12L-1-7L0-1L1 2L2 4L4 7L6 9L8 10L9 10L10 9L9 8M5 7L6 8L8 9L9 9M0-11L0-7L1-1L2 2L4 5L6 7L8 8L9 8L10 5M3-12L4-9L5-9L5-10L3-12M-10-7L10-7L8-9L6-7M6-7L9-8M8-4L6-4L5-1L4 1L2 4L-1 7L-4 9M7-4L5 0M8-4L6 0L4 3L1 6L-2 8L-6 10
1799,-14,13,M-7-7L-9-8L-9 2L-10 7L-11 9M-8-7L-8 2L-9 6L-11 9M-8-7L11-7L9-8L8-7M-8-3L-4-3M-4-3L-4 4L-5 5M-5-3L-4-4L-3-3L-3 4L-4 6L-5 5L-7 4M1-11L2-12L0-12L0-7L1-1L2 2L3 4L5 7L7 9L9 10L10 10L11 9L10 8M6 7L7 8L9 9L10 9M1-11L1-7L2-1L3 2L5 5L7 7L9 8L10 8L11 5M4-12L5-11L6-9L7-9L7-10L6-11L4-12M7-1L9-3L7-4L6-1L5 1L3 4L0 7L-3 9M8-3L7 0L5 3L2 6L-1 8L-5 10
1802,-14,13,M1-11L2-12L0-12L0-7L1-1L2 2L3 4L5 7L7 9L9 10L10 10L11 9L10 8M6 7L7 8L9 9L10 9M1-11L1-7L2-1L3 2L5 5L7 7L9 8L10 8L11 5M4-12L5-11L6-9L7-9L7-10L6-11L4-12M-11-7L11-7L9-8L8-7M-9-5L-9 3M-9-5L-8-4L-8 3M-8-4L-4-4M-4-4L-4 2M-5-4L-4-5L-3-4L-3 2M-8 1L-4 1M-11 8L-2 5M-11 8L-10 9L-2 5M9-4L7-4L6-1L5 1L3 4L0 7L-3 9M8-4L6 0M9-4L7 0L5 3L2 6L-1 8L-5 10
1817,-14,13,M-11-11L11-11L9-13L7-11M7-11L10-12M-5-6L-7-7L-7 1L-8 5L-9 7L-11 10M-6-6L-6 1L-7 5L-9 8L-11 10M-6-6L6-6M5-6L6-7L8-6L7-4M6-6L6 1M7-6L7 1M-6 0L6 0
1823,-14,13,M-11-11L11-11L9-12L8-11M-9-9L-9 3L-10 7L-11 9M-9-9L-8-8L-8 3L-9 6L-11 9M-8-8L9-8M9-8L9-4M8-8L9-9L10-8L10-4M-8-4L10-4M-8-1L0-1M0-1L0 8L-1 9M-1-1L0-2L1-1L1 8L0 10L-1 9L-3 8M-6 1L-5 3L-4 3L-4 2L-6 1M-6 6L-1 4M-6 6L-5 7L-1 4M1-1L9-1M9-1L9 8L8 9M8-1L9-2L10-1L10 8L9 10L8 9L6 8M3 1L4 3L5 3L5 2L3 1M3 6L8 4M3 6L4 7L8 4
1827,-14,13,M-8-9L0-10L4-11L6-12L8-10M2-10L7-11M-8-9L8-10M0-10L0 6L-1 8L-2 9M0 7L0 8L-1 9M1-10L1 8L0 10L-1 10L-2 9L-5 8M-9-4L9-4L7-6L5-4M5-4L8-5M-10 1L11 1L9-1L7 1M7 1L10 0
1855,-14,13,M-7-11L-6-12L-8-12L-8 8L-9 9M-7-11L-7 8L-8 10L-9 9L-11 8M-11-7L-3-7L-4-8L-5-7M-11 0L-3-2M-11 0L-10 1L-3-2M2-10L0-11L0 0L-1 4L-2 6L-4 9M1-10L1 0L0 4L-2 7L-4 9L-6 10M2-10L6-11L8-12L10-11M1-10L2-10L10-11M1-2L11-2L9-3L8-2M6-2L6 10M7-2L7 10
1885,-14,13,M-6-11L-5-12L-7-12L-7 8L-8 9M-6-11L-6 8L-7 10L-8 9L-10 8M-11-7L-2-7L-3-8L-4-7M-11-1L-3-3M-11-1L-10 0L-3-3M-1-12L-1 4M-1-12L0-11L0 4M0-11L9-11M9-11L9 4M8-11L9-12L10-11L10 4M4-11L4 10M5-11L5 10M0-4L9-4M0 3L9 3
1903,-14,13,M-7-11L-6-12L-8-12L-8 8L-9 9M-7-11L-7 8L-8 10L-9 9L-11 8M-11-7L-3-7L-4-8L-5-7M-11 0L-3-2M-11 0L-10 1L-3-2M4-11L5-12L3-12L3-2M4-11L4-2M-1-7L9-7L8-8L7-7M-3-2L11-2L9-3L8-2M6-2L6 8L5 9M7-2L7 8L6 10L5 9L3 8M-4 2L11 2L9 1L8 2M-2 4L-1 5L0 7L1 7L1 6L0 5L-2 4
1904,-14,13,M-6-11L-5-12L-7-12L-7 8L-8 9M-6-11L-6 8L-7 10L-8 9L-10 8M-10-7L-3-7L-4-8L-5-7M-10-1L-3-3M-10-1L-9 0L-3-3M0-11L1-12L-1-12L-1-4L0-3L10-3L11-4L10-5M0-11L0-5L1-4L9-4L10-5L11-7M0-8L7-11L8-10M0-8L8-10M-1 0L-1 10M-1 0L0 1L0 10M0 1L8 1M8 1L8 10M7 1L8 0L9 1L9 10M0 5L8 5M0 9L8 9
1914,-14,13,M-7-11L-6-12L-8-12L-8 8L-9 9M-7-11L-7 8L-8 10L-9 9L-11 8M-11-7L-4-7L-5-8L-6-7M-11-1L-4-3M-11-1L-10 0L-4-3M-4-11L2-11M1-12L-2-3M0-11L1-12L2-11L-1-3M-2-3L2-3M2-3L1 1L-1 5L-3 8M1-3L2-4L3-3L2 1L1 3L-1 6L-5 10M-3 0L-4 1L-4 3L-3 0M-3 0L-2 4L-1 6L1 8L4 9L10 9L11 8M-3 0L-2 3L-1 5L1 7L4 8L11 8M3-9L6-10L9-12L11-11M3-9L11-11M6-10L6 4M7-10L7 4M3-3L11-3L10-4L9-3M3 4L11 4L10 3L9 4
1920,-14,13,M-7-11L-6-12L-8-12L-8 7L-9 8M-7-11L-7 7L-8 9L-9 8L-11 7M-11-7L-4-7L-5-8L-6-7M-11-1L-4-3M-11-1L-10 0L-4-3M0-11L-2-12L-2 0L-3 4L-4 6L-6 9M-1-11L-1 0L-2 4L-4 7L-6 9M-1-11L11-11L9-12L8-11M-1-7L7-7L6-8L5-7M-1-3L11-3L9-4L8-3M2-3L2 7M3-3L3 6M0 7L7 5M0 7L1 8L7 5M6-3L6 0L7 4L8 6L10 8L11 7M6 0L7 3L9 6L11 7M10 0L8 3M10 0L11 1L8 3
1942,-14,13,M-7-11L-6-12L-8-12L-8 7L-9 8M-7-11L-7 7L-8 9L-9 8L-11 7M-11-7L-3-7L-4-8L-5-7M-11-1L-4-3M-11-1L-10 0L-4-3M-1-11L-1 0L-2 4L-3 6L-5 9M-1-11L0-10L0 0L-1 4L-3 7L-5 9M0-10L5-11L9-12L11-11M0-10L11-11M0-7L9-7M9-7L9-3M8-7L9-8L10-7L10-3M0-3L10-3M4-3L4 2L3 5L1 8M5-3L5 2L4 5L1 8L-1 9M6-2L7 0L8 0L8-1L6-2M0 2L11 2L10 1L9 2M5 2L6 5L8 8L10 9L11 8M6 5L8 7L11 8
